ID,assignment,comments,length
639,4,"Good work,  just a few issues: -   inappropriate feedback ratings. For example: ""Feelings pageisconfusingbecause I didn't know which button could be pressed and which cannot. Had to randomly press everything on the page to see which ones are useful. Also pretty confused about how this page should be used.(2)""  If you're uncertain how to use a page that is a level 4 usability violation at least.",63
640,4,"- Instances where you listed heuristic violations for app 1 but not app 2, but still provided comparisons discussing both. If there is an issue in both apps, then they should both be described before drawing comparisons. ",38
641,4,Well done! Points off because the comparisons drawn between the two prototypes were somewhat limited.,16
642,4,Home Screen: The goal list is off center from the buttons when your homescreen is viewed on the desktop. When viewed on a mobile device the logout button overlaps the with your logo and the lower three buttons become stacked. Remember that you're developing a mobile web app. Your home screen should be developed accordingly.,56
643,4,did not employ at least 8 of the 10 heuristics,10
644,4,Some explicit comparison between the two prototypes would be useful.,10
645,4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful solution suggested in the aggregate feedback.,23
646,4,I liked the comparison to physical books in Familiar Languages and Metaphor.,12
647,4,Good job!,2
648,4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful conclusion reached in the aggregate feedback.,23
649,4,A little liberal on giving 4 ratings to issues that were not catastrophic failures.,14
650,4,Good job!,2
651,4,great work !,3
652,4,"Overall well done and enjoyed reading your feedback. Small deductions for the potential solutions provided: they address the issues found, but not necessarily in a creative or insightful way.  Pop-ups can be obtrusive, layout and wording are also important considerations for addressing problems with clarity. Also, you forgot to put ratings for each and every violation found! ",59
653,4,Great job! Only thing is that the group evaluation did not contain many actionable suggestions for improvement.,17
654,4,"It was not always clear how your critique was tied to the heuristics. For example, having to log into the app rather than getting an email is not recognition over recall per-say, but an issue of engagement.",37
655,4,Great organization of your individual HE.,7
656,4,Group HE: Great insight on the security aspect of messaging involving consent.,13
657,4,"Home page: Good start. Make sure you start considering a number of the heuristics covered in the last assignment. At first glance, it's hard to determine what exactly I should be doing at a user. If it's a button, make sure it's obvious it's a button. If I hadn't already been brief with the prototypes from previous assignments, I wouldn't have noticed that the two bottom boxes are the main functional buttons. Recognition over recall will be a big one for this screen.",83
